Season,Cruise,Sequence,CoreSeaso,StartDate,Week,Year,StartTemperature,StartSalinity,StartDO,N_TEMPERATURE,N_SALINITY,N_DO,AnalysisYN,Status,Gear,Mesh,Aliquot,FlowFlag,VolumeFiltered,Taxa,TotalAbundance
2010,961,3985,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,89.76,Lagodon rhomboides,950
2010,961,3985,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,89.76,Citharichthys spilopterus,2
2010,961,3985,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,89.76,Brevoortia tyrannus,3
2010,961,3985,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,89.76,Mugil cephalus,1
2010,961,3986,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,88,Micropogonias undulatus,126
2010,961,3986,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,88,Paralichthys albigutta,17
2010,961,3986,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,88,Paralichthys lethostigma,7
2010,961,3986,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,88,Mugil cephalus,1
2010,961,3986,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,88,Lagodon rhomboides,711
2010,961,3986,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,88,Citharichthys spilopterus,1
2010,961,3986,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,88,Brevoortia tyrannus,2
2010,961,3986,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,88,Myrophis punctatus,10
2010,961,3986,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,88,Leiostomus xanthurus,390
2010,961,3987,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,89.76,Leiostomus xanthurus,184
2010,961,3987,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,89.76,Paralichthys dentatus,2
2010,961,3987,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,89.76,Paralichthys albigutta,18
2010,961,3987,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,89.76,Micropogonias undulatus,56
2010,961,3987,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,89.76,Paralichthys lethostigma,15
2010,961,3987,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,89.76,Lagodon rhomboides,483
2010,961,3987,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,89.76,Gobiidae,2
2010,961,3987,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,89.76,Brevoortia tyrannus,2
2010,961,3987,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,89.76,Myrophis punctatus,3
2010,961,3988,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,86.24,Myrophis punctatus,8
2010,961,3988,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,86.24,Paralichthys lethostigma,8
2010,961,3988,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,86.24,Paralichthys dentatus,2
2010,961,3988,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,86.24,Paralichthys albigutta,14
2010,961,3988,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,86.24,Micropogonias undulatus,62
2010,961,3988,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,86.24,Leiostomus xanthurus,130
2010,961,3988,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,86.24,Lagodon rhomboides,315
2010,961,3988,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,86.24,Anguilla rostrata,1
2010,961,3988,Yes,2/17/2010,16,2010,7.5,,,8,31.2,9.9,Yes,Processed,Neuston,1MM,1,,86.24,Brevoortia tyrannus,1
2010,962,3989,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,98.56,Myrophis punctatus,11
2010,962,3989,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,98.56,Paralichthys lethostigma,19
2010,962,3989,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,98.56,Paralichthys dentatus,4
2010,962,3989,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,98.56,Citharichthys spilopterus,2
2010,962,3989,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,98.56,Paralichthys albigutta,33
2010,962,3989,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,98.56,Syngnathus,1
2010,962,3989,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,98.56,Leiostomus xanthurus,792
2010,962,3989,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,98.56,Gobiidae,2
2010,962,3989,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,98.56,Brevoortia tyrannus,19
2010,962,3989,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,98.56,Anguilla rostrata,1
2010,962,3989,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,98.56,Lagodon rhomboides,1539
2010,962,3989,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,98.56,Micropogonias undulatus,43
2010,962,3990,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,2,,105.6,Leiostomus xanthurus,840
2010,962,3990,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,2,,105.6,Paralichthys lethostigma,28
2010,962,3990,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,2,,105.6,Paralichthys dentatus,2
2010,962,3990,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,2,,105.6,Paralichthys albigutta,18
2010,962,3990,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,2,,105.6,Micropogonias undulatus,44
2010,962,3990,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,2,,105.6,Lagodon rhomboides,1348
2010,962,3990,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,2,,105.6,Gobiidae,1
2010,962,3990,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,2,,105.6,Citharichthys spilopterus,2
2010,962,3990,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,2,,105.6,Brevoortia tyrannus,54
2010,962,3990,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,2,,105.6,Myrophis punctatus,11
2010,962,3991,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,102.08,Micropogonias undulatus,34
2010,962,3991,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,102.08,Triglidae,2
2010,962,3991,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,102.08,Scophthalmus aquosus,1
2010,962,3991,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,102.08,Paralichthys lethostigma,18
2010,962,3991,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,102.08,Paralichthys dentatus,16
2010,962,3991,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,102.08,Paralichthys albigutta,30
2010,962,3991,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,102.08,Myrophis punctatus,11
2010,962,3991,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,102.08,Lagodon rhomboides,1033
2010,962,3991,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,102.08,Gobiidae,3
2010,962,3991,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,102.08,Eucinostomus,1
2010,962,3991,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,102.08,Citharichthys spilopterus,7
2010,962,3991,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,102.08,Brevoortia tyrannus,36
2010,962,3991,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,102.08,Atherinopsidae,1
2010,962,3991,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,102.08,Leiostomus xanthurus,333
2010,962,3992,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,105.6,Gobiidae,1
2010,962,3992,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,105.6,Anguilla rostrata,1
2010,962,3992,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,105.6,Paralichthys lethostigma,10
2010,962,3992,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,105.6,Paralichthys dentatus,15
2010,962,3992,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,105.6,Paralichthys albigutta,31
2010,962,3992,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,105.6,Myrophis punctatus,17
2010,962,3992,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,105.6,Micropogonias undulatus,31
2010,962,3992,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,105.6,Lagodon rhomboides,930
2010,962,3992,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,105.6,Citharichthys spilopterus,7
2010,962,3992,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,105.6,Brevoortia tyrannus,57
2010,962,3992,Yes,2/24/2010,17,2010,10.7,,,9.7,34.1,9.9,Yes,Processed,Neuston,1MM,1,,105.6,Leiostomus xanthurus,300
2010,963,3993,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Micropogonias undulatus,50
2010,963,3993,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Paralichthys albigutta,7
2010,963,3993,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Paralichthys dentatus,2
2010,963,3993,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Orthopristis chrysoptera,1
2010,963,3993,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Myrophis punctatus,6
2010,963,3993,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Lagodon rhomboides,112
2010,963,3993,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Gobiidae,1
2010,963,3993,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Brevoortia tyrannus,9
2010,963,3993,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Citharichthys spilopterus,2
2010,963,3993,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Paralichthys lethostigma,5
2010,963,3993,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Leiostomus xanthurus,79
2010,963,3994,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,103.84,Paralichthys dentatus,2
2010,963,3994,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,103.84,Paralichthys lethostigma,4
2010,963,3994,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,103.84,Paralichthys albigutta,11
2010,963,3994,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,103.84,Myrophis punctatus,10
2010,963,3994,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,103.84,Micropogonias undulatus,117
2010,963,3994,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,103.84,Lagodon rhomboides,132
2010,963,3994,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,103.84,Gobiidae,5
2010,963,3994,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,103.84,Citharichthys spilopterus,3
2010,963,3994,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,103.84,Brevoortia tyrannus,10
2010,963,3994,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,103.84,Leiostomus xanthurus,158
2010,963,3995,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Leiostomus xanthurus,209
2010,963,3995,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Paralichthys lethostigma,5
2010,963,3995,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Paralichthys dentatus,1
2010,963,3995,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Paralichthys albigutta,7
2010,963,3995,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Anguilla rostrata,4
2010,963,3995,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Micropogonias undulatus,165
2010,963,3995,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Lagodon rhomboides,143
2010,963,3995,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Gobiidae,2
2010,963,3995,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Brevoortia tyrannus,9
2010,963,3995,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,98.56,Myrophis punctatus,8
2010,963,3996,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,107.36,Micropogonias undulatus,258
2010,963,3996,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,107.36,Triglidae,1
2010,963,3996,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,107.36,Paralichthys lethostigma,13
2010,963,3996,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,107.36,Paralichthys albigutta,14
2010,963,3996,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,107.36,Leiostomus xanthurus,378
2010,963,3996,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,107.36,Lagodon rhomboides,147
2010,963,3996,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,107.36,Gobiidae,5
2010,963,3996,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,107.36,Citharichthys spilopterus,4
2010,963,3996,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,107.36,Brevoortia tyrannus,8
2010,963,3996,Yes,3/3/2010,18,2010,7.4,,,8,33.1,10.3,Yes,Processed,Neuston,1MM,1,,107.36,Myrophis punctatus,14
2010,964,3997,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,91.52,Brevoortia tyrannus,1
2010,964,3997,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,91.52,Citharichthys spilopterus,1
2010,964,3997,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,91.52,Lagodon rhomboides,5
2010,964,3997,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,91.52,Leiostomus xanthurus,1
2010,964,3997,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,91.52,Micropogonias undulatus,1
2010,964,3997,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,91.52,Paralichthys lethostigma,1
2010,964,3998,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Micropogonias undulatus,1
2010,964,3998,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Paralichthys lethostigma,1
2010,964,3998,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Myrophis punctatus,1
2010,964,3998,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Leiostomus xanthurus,16
2010,964,3998,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Brevoortia tyrannus,24
2010,964,3998,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Lagodon rhomboides,26
2010,964,3998,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Paralichthys albigutta,2
2010,964,3999,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,102.08,Micropogonias undulatus,6
2010,964,3999,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,102.08,Paralichthys lethostigma,2
2010,964,3999,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,102.08,Myrophis punctatus,2
2010,964,3999,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,102.08,Leiostomus xanthurus,29
2010,964,3999,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,102.08,Lagodon rhomboides,76
2010,964,3999,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,102.08,Brevoortia tyrannus,47
2010,964,3999,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,102.08,Paralichthys albigutta,3
2010,964,4000,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Citharichthys spilopterus,3
2010,964,4000,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Symphurus plagiusa,1
2010,964,4000,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Paralichthys lethostigma,3
2010,964,4000,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Paralichthys dentatus,1
2010,964,4000,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Myrophis punctatus,5
2010,964,4000,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Paralichthys albigutta,6
2010,964,4000,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Micropogonias undulatus,5
2010,964,4000,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Leiostomus xanthurus,67
2010,964,4000,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Gobiidae,1
2010,964,4000,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Brevoortia tyrannus,30
2010,964,4000,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Lagodon rhomboides,132
2010,964,4000,Yes,3/11/2010,19,2010,12.6,,,12.6,30.6,10.1,Yes,Processed,Neuston,1MM,1,,93.28,Mugil cephalus,1
2010,965,4001,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,103.84,Leiostomus xanthurus,94
2010,965,4001,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,103.84,Scophthalmus aquosus,1
2010,965,4001,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,103.84,Paralichthys albigutta,3
2010,965,4001,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,103.84,Orthopristis chrysoptera,2
2010,965,4001,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,103.84,Micropogonias undulatus,20
2010,965,4001,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,103.84,Lagodon rhomboides,7
2010,965,4001,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,103.84,Congridae,1
2010,965,4001,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,103.84,Brevoortia tyrannus,3
2010,965,4001,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,103.84,Anguilla rostrata,2
2010,965,4001,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,103.84,Myrophis punctatus,3
2010,965,4002,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,124.96,Gobiidae,4
2010,965,4002,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,124.96,Unidentified,1
2010,965,4002,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,124.96,Triglidae,3
2010,965,4002,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,124.96,Paralichthys albigutta,8
2010,965,4002,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,124.96,Orthopristis chrysoptera,2
2010,965,4002,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,124.96,Myrophis punctatus,5
2010,965,4002,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,124.96,Micropogonias undulatus,19
2010,965,4002,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,124.96,Leiostomus xanthurus,80
2010,965,4002,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,124.96,Citharichthys spilopterus,1
2010,965,4002,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,124.96,Brevoortia tyrannus,32
2010,965,4002,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,124.96,Anguilliformes,1
2010,965,4002,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,124.96,Anguilla rostrata,2
2010,965,4002,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,124.96,Lagodon rhomboides,13
2010,965,4003,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,105.6,Leiostomus xanthurus,73
2010,965,4003,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,105.6,Triglidae,4
2010,965,4003,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,105.6,Paralichthys dentatus,1
2010,965,4003,Yes,3/17/2010,20,2010,13.4,,,15.3,35.5,8.9,Yes,Processed,Neuston,1MM,1,,105.6,Paralichthys albigutta,1
